hgnc_symbol	entrezgene_id	chromosome_name	start_position	end_position	strand	CHR	win_start	win_end
MIR17HG	406980	13	92000074	92006833	1	13	91965074	92016833
MIR17HG	406952	13	92000074	92006833	1	13	91965074	92016833
MIR17HG	406953	13	92000074	92006833	1	13	91965074	92016833
IL10RB-AS1	100288432	21	34636178	34638565	-1	21	34626178	34673565
SNX21	90203	20	44462449	44471914	1	20	44427449	44481914
MIR548AS	100847092	13	93142416	93142473	1	13	93107416	93152473
GPC5-AS1	100873969	13	93353642	93373867	-1	13	93343642	93408867
LINC00649	100506334	21	35287838	35349992	1	21	35252838	35359992
SNORA37	677819	18	51748654	51748782	-1	18	51738654	51783782
CRB2	286204	9	126118449	126142603	1	9	126083449	126152603
RAE1	8480	20	55926066	55954267	1	20	55891066	55964267
VPS16	64601	20	2821349	2847378	1	20	2786349	2857378
LINC00261	140828	20	22528309	22559280	-1	20	22518309	22594280
GOLGA8I	101059918	15	23255242	23268823	1	15	23220242	23278823
GOLGA8I	728498	15	23255242	23268823	1	15	23220242	23278823
GOLGA8I	728047	15	23255242	23268823	1	15	23220242	23278823
GOLGA8I	653720	15	23255242	23268823	1	15	23220242	23278823
GOLGA8I	653125	15	23255242	23268823	1	15	23220242	23278823
GOLGA8I	653073	15	23255242	23268823	1	15	23220242	23278823
GOLGA8I	643699	15	23255242	23268823	1	15	23220242	23278823
GOLGA8I	283796	15	23255242	23268823	1	15	23220242	23278823
MIR4529	100616290	18	53146452	53146529	1	18	53111452	53156529
LINC00656	200261	20	23105705	23113258	-1	20	23095705	23148258
APP	351	21	27252861	27543446	-1	21	27242861	27578446
UBE2Q2P3	101929193	15	83023847	83088805	1	15	82988847	83098805
UBE2Q2P3	100134869	15	83023847	83088805	1	15	82988847	83098805
ACOT8	10005	20	44470360	44486045	-1	20	44460360	44521045
INO80	54617	15	41271078	41408552	-1	15	41261078	41443552
MIR147B	100126311	15	45725248	45725327	1	15	45690248	45735327
CST12P	100289308	20	23456337	23460435	1	20	23421337	23470435
CST13P	164380	20	23499783	23522655	1	20	23464783	23532655
HMGN2P46	283651	15	45803334	45878488	1	15	45768334	45888488
SLC27A2	11001	15	50474393	50528592	1	15	50439393	50538592
FAM27E4	100289124	9	44997777	44999352	1	9	44962777	45009352
FAM27E4	100287333	9	44997777	44999352	1	9	44962777	45009352
FAM27E4	100131997	9	44997777	44999352	1	9	44962777	45009352
TUBA3C	113457	13	19747910	19755992	-1	13	19737910	19790992
TUBA3C	7278	13	19747910	19755992	-1	13	19737910	19790992
MIR4291	100422927	9	96581639	96581703	1	9	96546639	96591703
MTRNR2L3	100462983	20	55933496	55934878	-1	20	55923496	55969878
MIRLET7A1	406881	9	96938234	96938325	1	9	96903234	96948325
MIRLET7F1	406888	9	96938629	96938715	1	9	96903629	96948715
MIRLET7DHG	158257	9	96938884	96966850	-1	9	96928884	97001850
LINC-ROR	100885779	18	54721813	54739350	-1	18	54711813	54774350
RBM38	55544	20	55966463	55984389	1	20	55931463	55994389
DOCK8	81704	9	214854	465259	1	9	179854	475259
DENND1A	57706	9	126141933	126692431	-1	9	126131933	126727431
MIRLET7D	406886	9	96941116	96941202	1	9	96906116	96951202
FAM182A	728882	20	26035291	26073683	1	20	26000291	26083683
FAM182A	284800	20	26035291	26073683	1	20	26000291	26083683
NCOR1P1	101930665	20	26084052	26094664	-1	20	26074052	26129664
NCOR1P1	149934	20	26084052	26094664	-1	20	26074052	26129664
GREB1L	80000	18	18822203	19105378	1	18	18787203	19115378
MIR663A	724033	20	26167556	26232162	-1	20	26157556	26267162
MIR663A	284801	20	26167556	26232162	-1	20	26157556	26267162
CYYR1	116159	21	27838528	27945603	-1	21	27828528	27980603
SYCP2	10388	20	58438618	58508710	-1	20	58428618	58543710
PCAT7	101928099	9	97317351	97330409	1	9	97282351	97340409
HDC	3067	15	50534144	50558223	-1	15	50524144	50593223
MIR2278	100313780	9	97572244	97572339	1	9	97537244	97582339
TPTE2	93492	13	19997017	20110903	-1	13	19987017	20145903
USP3	9960	15	63796793	63886839	1	15	63761793	63896839
FAM74A4	401508	9	65487273	65494248	-1	9	65477273	65529248
ZBTB7C	201501	18	45553044	45937123	-1	18	45543044	45972123
MIR23B	407011	9	97847490	97847586	1	9	97812490	97857586
MLLT10P1	100505874	20	29637799	29638060	-1	20	29627799	29673060
MLLT10P1	140678	20	29637799	29638060	-1	20	29627799	29673060
MIR27B	407019	9	97847727	97847823	1	9	97812727	97857823
ADAMTS1	9510	21	28208066	28217728	-1	21	28198066	28252728
MIR3074	100422842	9	97848296	97848376	-1	9	97838296	97883376
MIR3074	407012	9	97848296	97848376	-1	9	97838296	97883376
LINC00310	114036	21	35552978	35562220	1	21	35517978	35572220
DEFB122	245935	20	30009239	30016983	-1	20	29999239	30051983
LHX2	9355	9	126763949	126795580	1	9	126728949	126805580
LINC00028	140875	20	30073581	30075377	1	20	30038581	30085377
HM13-AS1	100874042	20	30155510	30161066	-1	20	30145510	30196066
MIR3193	100422904	20	30194989	30195043	1	20	30159989	30205043
MIR122	100616357	18	56118306	56118390	1	18	56083306	56128390
MIR122	406906	18	56118306	56118390	1	18	56083306	56128390
ADAMTS5	11096	21	28290231	28338832	-1	21	28280231	28373832
GOLGA8S	653061	15	23599895	23612378	1	15	23564895	23622378
TSPY26P	128854	20	30774280	30778330	-1	20	30764280	30813330
MIR1825	100302183	20	30825598	30825650	1	20	30790598	30835650
MPHOSPH8	54737	13	20207788	20247599	1	13	20172788	20257599
EXD1	161829	15	41474923	41522941	-1	15	41464923	41557941
BAK1P1	578	20	31276723	31278816	-1	20	31266723	31313816
LINC00160	54064	21	36096105	36109478	-1	21	36086105	36144478
N6AMT1	29104	21	30244513	30257693	-1	21	30234513	30292693
BPIFA4P	317716	20	31781391	31798268	1	20	31746391	31808268
MIR802	768219	21	37093013	37093106	1	21	37058013	37103106
MAN2A2	4122	15	91445448	91465814	1	15	91410448	91475814
KANK1	23189	9	470291	746105	1	9	435291	756105
LINC00476	101930476	9	98521513	98638259	-1	9	98511513	98673259
LINC00476	100128782	9	98521513	98638259	-1	9	98511513	98673259
PSPC1	55269	13	20248896	20357142	-1	13	20238896	20392142
GOLGA6L2	283685	15	23684645	23692381	-1	15	23674645	23727381
MIR4755	100616434	20	32636925	32636996	1	20	32601925	32646996
LINC00092	100188953	9	98782014	98790247	-1	9	98772014	98825247
MIR644A	693229	20	33054130	33054223	1	20	33019130	33064223
NEK6	10783	9	127019885	127115586	1	9	126984885	127125586
MIR499A	100616134	20	33578179	33578300	1	20	33543179	33588300
MIR499A	574501	20	33578179	33578300	1	20	33543179	33588300
SCARNA15	677778	15	83421636	83425960	1	15	83386636	83435960
DMRT1	1761	9	841690	969090	1	9	806690	979090
GABPB1	2553	15	50569389	50647605	-1	15	50559389	50682605
MKRN3	7681	15	23810454	23873064	1	15	23775454	23883064
CTIF	9811	18	46065417	46389588	1	18	46030417	46399588
MIR4515	100616404	15	83736087	83736167	1	15	83701087	83746167
CBR3-AS1	100506428	21	37504065	37528615	-1	21	37494065	37563615
DMRT3	58524	9	976964	991731	1	9	941964	1001731
ZMYM5	9205	13	20397622	20437776	-1	13	20387622	20472776
FAM83C-AS1	140846	20	33873054	33873559	1	20	33838054	33883559
IGLL1	3543	22	23915312	23922495	-1	22	23905312	23957495
MIR1289-1	100302125	20	34041776	34041919	-1	20	34031776	34076919
LTN1	26046	21	30300466	30365270	-1	21	30290466	30400270
MAGEL2	54551	15	23888691	23891175	-1	15	23878691	23926175
NDN	4692	15	23930565	23932450	-1	15	23920565	23967450
LINC00537	203274	9	68413482	68414196	-1	9	68403482	68449196
MIR4477B	100616194	9	68415308	68415388	1	9	68380308	68425388
MIR4477B	100616184	9	68415308	68415388	1	9	68380308	68425388
MIR4477A	100616194	9	68415308	68415388	1	9	68380308	68425388
MIR4477A	100616184	9	68415308	68415388	1	9	68380308	68425388
ZSWIM3	140831	20	44486256	44507761	1	20	44451256	44517761
PSMB7	5695	9	127115745	127177723	-1	9	127105745	127212723
NPAP1	23742	15	24920541	24928593	1	15	24885541	24938593
DMRT2	10655	9	1050354	1057552	1	9	1015354	1067552
ZSWIM1	90204	20	44509866	44513905	1	20	44474866	44523905
CTCFL	140690	20	56071035	56100708	-1	20	56061035	56135708
CHP1	11261	15	41523037	41574043	1	15	41488037	41584043
SPATA25	128497	20	44515128	44516274	-1	20	44505128	44551274
MIR1299	100302167	9	69002239	69002321	-1	9	68992239	69037321
NEURL2	140825	20	44517264	44519926	-1	20	44507264	44554926
GOLGA2P7	101929847	15	84867600	84898888	-1	15	84857600	84933888
GOLGA2P7	101929479	15	84867600	84898888	-1	15	84857600	84933888
GOLGA2P7	642423	15	84867600	84898888	-1	15	84857600	84933888
GOLGA2P7	388152	15	84867600	84898888	-1	15	84857600	84933888
PGM5P2	595135	9	69080240	69147854	-1	9	69070240	69182854
OACYLP	390858	18	56663966	56736570	1	18	56628966	56746570
ANKRD18CP	100287922	9	99918852	99983517	-1	9	99908852	100018517
OIP5	11339	15	41601466	41624819	-1	15	41591466	41659819
C22orf43	51233	22	23950639	23974508	-1	22	23940639	24009508
RWDD2B	10069	21	30376705	30391699	-1	21	30366705	30426699
NR5A1	2516	9	127243516	127269709	-1	9	127233516	127304709
SMAD7	4092	18	46446223	46477081	-1	18	46436223	46512081
FAM217B	63939	20	58508819	58523735	1	20	58473819	58533735
PTPRA	5786	20	2844830	3019722	1	20	2809830	3029722
PPP1R3D	5509	20	58511894	58515352	-1	20	58501894	58550352
SNRPN	8926	15	25068794	25223870	1	15	25033794	25233870
SNRPN	6638	15	25068794	25223870	1	15	25033794	25233870
LINC00657	647979	20	34633544	34638882	-1	20	34623544	34673882
NR6A1	2649	9	127279554	127533589	-1	9	127269554	127568589
NDUFAF4P1	100306975	15	49448526	49449044	1	15	49413526	49459044
MIR4716	100616332	15	49461267	49461350	-1	15	49451267	49496350
CDH26	60437	20	58533471	58609066	1	20	58498471	58619066
RGL4	266747	22	24030323	24041363	1	22	23995323	24051363
PGM5-AS1	572558	9	70970105	70972768	-1	9	70960105	71007768
CTSA	5476	20	44518783	44527459	1	20	44483783	44537459
CECR7	100130418	22	17517460	17541715	1	22	17482460	17551715
GABPB1-AS1	100129387	15	50647525	50659636	1	15	50612525	50669636
LINC00489	100861522	20	36247700	36251521	-1	20	36237700	36286521
CECR5-AS1	100130717	22	17640274	17646335	1	22	17605274	17656335
MIR4712	100616396	15	50652526	50652607	1	15	50617526	50662607
OLFML2A	169611	9	127539437	127577164	1	9	127504437	127587164
CECR3	27442	22	17737749	17747623	-1	22	17727749	17782623
C9orf135-AS1	494558	9	72433899	72435655	-1	9	72423899	72470655
USP16	10600	21	30396950	30426809	1	21	30361950	30436809
ESCO1	114799	18	19109242	19180845	-1	18	19099242	19215845
ZMYM2	7750	13	20532810	20665968	1	13	20497810	20675968
DCAF13P3	100132724	15	51236860	51238193	1	15	51201860	51248193
NUSAP1	51203	15	41624892	41673248	1	15	41589892	41683248
MIR3198-1	100423025	22	18246946	18247025	-1	22	18236946	18282025
FBXL22	283807	15	63889552	63894627	1	15	63854552	63904627
LINC00528	200298	22	18260088	18262247	1	22	18225088	18272247
WDR38	401551	9	127615755	127620160	1	9	127580755	127630160
MIR4713	100616369	15	51534387	51534461	1	15	51499387	51544461
MAMDC2-AS1	100507244	9	72700732	72790804	-1	9	72690732	72825804
SNORA71B	26776	20	37053843	37053979	-1	20	37043843	37088979
SNORA71A	26777	20	37055952	37056085	-1	20	37045952	37091085
SNORA71C	677839	20	37058313	37058446	-1	20	37048313	37093446
SNORA71D	677840	20	37062508	37062641	-1	20	37052508	37097641
SMARCA2	6595	9	2015342	2193624	1	9	1980342	2203624
RPL35	11224	9	127620159	127624260	-1	9	127610159	127659260
MIR3909	100500826	22	35731633	35731751	1	22	35696633	35741751
MIR204	406987	9	73424891	73425000	-1	9	73414891	73460000
GOLGA6L5P	374650	15	85051116	85060045	-1	15	85041116	85095045
ARPC5L	81873	9	127624409	127640003	1	9	127589409	127650003
C20orf197	284756	20	58630980	58648008	1	20	58595980	58658008
TTC3-AS1	100874006	21	38559967	38566227	-1	21	38549967	38601227
MIR648	693233	22	18463634	18463727	-1	22	18453634	18498727
DSCR9	257203	21	38580804	38594037	1	21	38545804	38604037
SNHG11	677821	20	37075221	37079564	1	20	37040221	37089564
SNHG11	128439	20	37075221	37079564	1	20	37040221	37089564
ZNF70	7621	22	24083769	24093279	-1	22	24073769	24128279
SNRPD1	6632	18	19192228	19210417	1	18	19157228	19220417
VPREB3	29802	22	24094930	24096655	-1	22	24084930	24131655
MIR1266	100302202	15	52569314	52569397	-1	15	52559314	52604397
USP8	9101	15	50716577	50793280	1	15	50681577	50803280
CDH4	1002	20	59827482	60515673	1	20	59792482	60525673
GGT3P	100132705	22	18761178	18830912	-1	22	18751178	18865912
GOLGA1	2800	9	127640646	127710771	-1	9	127630646	127745771
C22orf15	150248	22	24105208	24108048	1	22	24070208	24118048
PPP1R3B	79660	8	8993765	9009084	-1	8	8983765	9044084
SNORA60	677837	20	37078013	37078146	1	20	37043013	37088146
HERC1	8925	15	63900817	64126141	-1	15	63890817	64161141
MIR548O2	100616190	20	37145206	37145275	1	20	37110206	37155275
ABHD3	171586	18	19230858	19284766	-1	18	19220858	19319766
CHCHD10	400916	22	24108021	24110630	-1	22	24098021	24145630
UBE2Q2P1	388165	15	85070012	85114447	-1	15	85060012	85149447
PCK1	5105	20	56136136	56141513	1	20	56101136	56151513
GJA3	2700	13	20712394	20735188	-1	13	20702394	20770188
DYM	54808	18	46570039	46987717	-1	18	46560039	47022717
GJB2	2706	13	20761609	20767037	-1	13	20751609	20802037
DSCR10	259234	21	39578250	39580738	1	21	39543250	39590738
UNC45A	55898	15	91473410	91497323	1	15	91438410	91507323
LINC00933	100506874	15	85113880	85123406	1	15	85078880	85133406
PCA3	50652	9	79379352	79402485	1	9	79344352	79412485
MMP11	4320	22	24110413	24126503	1	22	24075413	24136503
DGCR9	25787	22	19005347	19007761	1	22	18970347	19017761
VPS13A-AS1	100286938	9	79791672	79792910	-1	9	79781672	79827910
GJB6	10804	13	20796110	20806534	-1	13	20786110	20841534
DGCR10	26222	22	19010569	19011063	1	22	18975569	19021063
SCAI	286205	9	127704887	127905785	-1	9	127694887	127940785
CCT8	10694	21	30428126	30446118	-1	21	30418126	30481118
MIR658	724028	22	38240279	38240378	-1	22	38230279	38275378
MIR659	724029	22	38243685	38243781	-1	22	38233685	38278781
MIR1302-8	100302223	9	100125836	100125963	-1	9	100115836	100160963
TNKS	8658	8	9413424	9639856	1	8	9378424	9649856
MIR4534	100616146	22	38384801	38384860	1	22	38349801	38394860
TAF4	6874	20	60528525	60640866	-1	20	60518525	60675866
DYX1C1-CCPG1	100533483	15	55647446	55790558	-1	15	55637446	55825558
VLDLR	7436	9	2621834	2660053	1	9	2586834	2670053
MIR628	693213	15	55665138	55665232	-1	15	55655138	55700232
CRYL1	51084	13	20977806	21099996	-1	13	20967806	21134996
LINC00305	221241	18	61747243	61816264	-1	18	61737243	61851264
DAPK2	23604	15	64199235	64364232	-1	15	64189235	64399232
NDUFAF1	51103	15	41679551	41694717	-1	15	41669551	41729717
SMARCB1	6598	22	24129150	24176703	1	22	24094150	24186703
OSER1-AS1	100505783	20	42839600	42854667	1	20	42804600	42864667
C18orf32	497661	18	47008028	47013622	-1	18	46998028	47048622
LINC00114	400866	21	40110945	40119384	-1	21	40100945	40154384
HNF4A-AS1	101927219	20	43001386	43024346	-1	20	42991386	43059346
SCAND2P	54581	15	85174682	85185695	1	15	85139682	85195695
MIR3646	100500813	20	43036760	43036843	1	20	43001760	43046843
MIR5011	100847002	18	64748821	64748923	1	18	64713821	64758923
SPATA31D5P	347127	9	84528352	84534841	1	9	84493352	84544841
GNRH2	2797	20	3024268	3026393	1	20	2989268	3036393
PPP6C	5537	9	127908852	127952218	-1	9	127898852	127987218
RTF1	23168	15	41700606	41775761	1	15	41665606	41785761
MIB1	57534	18	19284918	19450918	1	18	19249918	19460918
STK4-AS1	100505826	20	43592435	43595043	-1	20	43582435	43630043
ZBP1	81030	20	56178902	56195632	-1	20	56168902	56230632
DGCR11	25786	22	19033675	19035888	-1	22	19023675	19070888
FAM96A	84191	15	64364758	64386217	-1	15	64354758	64421217
DERL3	91319	22	24176690	24181315	-1	22	24166690	24216315
SPATA31B1	404770	9	84672562	84678597	-1	9	84662562	84713597
KCNV2	169522	9	2717502	2730037	1	9	2682502	2740037
MIR3617	100500897	20	44333741	44333819	-1	20	44323741	44368819
RNU6-39P	100873758	18	66526171	66526277	1	18	66491171	66536277
APOBEC3B-AS1	100874530	22	39387564	39394214	-1	22	39377564	39429214
RPL17-C18orf32	100526842	18	47008051	47017956	-1	18	46998051	47052956
RPL17-C18orf32	6139	18	47008051	47017956	-1	18	46998051	47052956
MRPS26	64949	20	3026591	3028900	1	20	2991591	3038900
MIR4761	100616414	22	19951276	19951357	1	22	19916276	19961357
MIR185	406961	22	20020662	20020743	1	22	19985662	20030743
OXT	5020	20	3052266	3053163	1	20	3017266	3063163
SNORD83B	116938	22	39709824	39709916	-1	22	39699824	39744916
SNORD83A	116937	22	39711218	39711312	-1	22	39701218	39746312
LSM14B	149986	20	60697517	60710434	1	20	60662517	60720434
SNORD43	26807	22	39715055	39715118	-1	22	39705055	39750118
USP50	373509	15	50792759	50838905	-1	15	50782759	50873905
AVP	551	20	3063202	3065370	-1	20	3053202	3100370
RABEPK	10244	9	127962821	127996437	1	9	127927821	128006437
PPAPDC1B	84513	8	38120648	38126761	-1	8	38110648	38161761
MIR3618	100500860	22	20073269	20073356	1	22	20038269	20083356
MKRN7P	7686	20	45092541	45093763	-1	20	45082541	45128763
MIR1306	100302197	22	20073581	20073665	1	22	20038581	20083665
KIAA0020	9933	9	2720469	2844241	-1	9	2710469	2879241
LINC00926	283663	15	57592563	57599959	1	15	57557563	57609959
LINC00896	150197	22	20193920	20196047	1	22	20158920	20206047
MIR1286	100302118	22	20236657	20236734	-1	22	20226657	20271734
IFT88	8100	13	21140585	21265503	1	13	21105585	21275503
BRWD1-IT2	257357	21	40685887	40686886	-1	21	40675887	40721886
BRWD1-AS1	100874093	21	40687633	40695144	1	21	40652633	40705144
MIR3616	100500814	20	45795609	45795700	1	20	45760609	45805700
MIR4766	100616283	22	41209887	41209962	-1	22	41199887	41244962
HSPA5	3309	9	127997132	128003609	-1	9	127987132	128038609
CSPG4P12	440300	15	85734669	85757136	1	15	85699669	85767136
MAP3K7CL	56911	21	30449792	30548210	1	21	30414792	30558210
SNURF	8926	15	25200181	25245423	1	15	25165181	25255423
MIR1281	100302237	22	41488517	41488570	1	22	41453517	41498570
MIR7-1	407043	9	86584663	86584772	-1	9	86574663	86619772
MIR33A	407039	22	42296948	42297016	1	22	42261948	42307016
MIR378I	100616259	22	42319226	42319301	-1	22	42309226	42354301
PMEPA1	56937	20	56223448	56286592	-1	20	56213448	56321592
MSRA	4482	8	9911778	10286401	1	8	9876778	10296401
LINC00634	339674	22	42348169	42354937	1	22	42313169	42364937
LINC00494	284749	20	46988693	46999372	1	20	46953693	47009372
IL17D	53342	13	21276266	21297237	1	13	21241266	21307237
SNX1	6642	15	64386322	64438289	1	15	64351322	64448289
NDUFA6-AS1	100132273	22	42486935	42535286	1	22	42451935	42545286
NAMA	100996569	9	102117619	102139522	-1	9	102107619	102174522
SLC2A11	66035	22	24198890	24228496	1	22	24163890	24238496
TRPM7	54822	15	50844670	50979012	-1	15	50834670	51014012
TAPT1	202018	4	16162128	16229033	-1	4	16152128	16264033
N6AMT2	221143	13	21302870	21348097	-1	13	21292870	21383097
RPL17	100124516	18	47014851	47018906	-1	18	47004851	47053906
RPL17	26791	18	47014851	47018906	-1	18	47004851	47053906
RPL17	26790	18	47014851	47018906	-1	18	47004851	47053906
RPL17	6139	18	47014851	47018906	-1	18	47004851	47053906
ZFAS1	441951	20	47894715	47905797	1	20	47859715	47915797
PSMA7	5688	20	60711791	60718496	-1	20	60701791	60753496
CTSL3P	392360	9	90387368	90401799	1	9	90352368	90411799
UBE3A	7337	15	25582381	25684128	-1	15	25572381	25719128
C8orf59	401466	8	86126311	86132650	-1	8	86116311	86167650
MIR2116	100313886	15	59463382	59463461	-1	15	59453382	59498461
SNORD12C	26765	20	47895477	47895565	1	20	47860477	47905565
SNORD12B	100113393	20	47896856	47896946	1	20	47861856	47906946
BACH1	100379661	21	30566392	31003071	1	21	30531392	31013071
BACH1	571	21	30566392	31003071	1	21	30531392	31013071
SNORD12	692057	20	47897220	47897309	1	20	47862220	47907309
C20orf85	128602	20	56725960	56736206	1	20	56690960	56746206
RFX3	5991	9	3218297	3526004	-1	9	3208297	3561004
TRERNA1	100887755	20	48657253	48658041	-1	20	48647253	48693041
SERHL	94009	22	42896585	42908566	1	22	42861585	42918566
